"May 2017","4","21","29","0","6"
"Apr 2017","3","30","53","0","8"
"Mar 2017","4","18","31","1","2"
"Feb 2017","4","12","22","0","0"
"Jan 2017","11","29","44","0","2"
"Dec 2016","10","32","43","0","0"
"Nov 2016","8","25","25","0","0"
"Oct 2016","12","32","45","4","0"
"Sep 2016","8","46","70","0","0"
"Aug 2016","4","44","38","2","4"
"Jul 2016","10","18","32","0","1"
"Jun 2016","6","52","45","0","0"
"May 2016","3","13","16","0","0"
"Apr 2016","3","26","25","1","1"
"Mar 2016","0","1","0","0","0"
