1.0 373.0 38.0
1.0 30.0 15.0
1.0 29.0 15.0
1.0 58.0 13.0
1.0 17.0 14.0
1.0 60.0 0.0
1.0 11.0 4.0
1.0 26.0 1.0
1.0 1.0 1.0
1.0 28.0 1.0
1.0 58.0 42.0
1.0 26.0 2.0
1.0 8.0 6.0
1.0 68.0 1.0
1.0 62.0 68.0
1.0 7.0 1.0
1.0 29.0 1.0
1.0 86.0 2.0
1.0 39.0 23.0
1.0 79.0 1.0
1.0 56.0 46.0
1.0 39.0 11.0
1.0 38.0 8.0
1.0 60.0 0.0
1.0 23.0 29.0
1.0 119.0 19.0
1.0 105.0 38.0
1.0 189.0 1.0
1.0 37.0 16.0
1.0 24.0 6.0
1.0 50.0 6.0
1.0 18.0 5.0
1.0 27.0 6.0
1.0 27.0 5.0
1.0 3.0 0.0
1.0 11.0 2.0
1.0 13.0 3.0
1.0 5.0 2.0
1.0 19.0 6.0
1.0 30.0 14.0
1.0 23.0 8.0
1.0 133.0 2.0
1.0 51.0 2.0
1.0 16.0 1.0
1.0 7.0 1.0
1.0 6.0 1.0
1.0 45.0 15.0
1.0 47.0 0.0
1.0 68.0 28.0
1.0 3.0 0.0
1.0 9.0 3.0
1.0 1449.0 345.0
1.0 60.0 0.0
1.0 19.0 3.0
1.0 808.0 126.0
1.0 122.0 78.0
1.0 120.0 47.0
1.0 45.0 13.0
1.0 31.0 12.0
1.0 79.0 7.0
1.0 2.0 2.0
1.0 654.0 228.0
1.0 102.0 34.0
1.0 24.0 5.0
1.0 7.0 1.0
1.0 17.0 3.0
1.0 42.0 7.0
1.0 117.0 5.0
0.0 48.0 7.0
0.0 51.0 2.0
0.0 111.0 6.0
0.0 187.0 24.0
0.0 23.0 1.0
0.0 42.0 2.0
0.0 21.0 0.0
0.0 24.0 17.0
0.0 58.0 18.0
0.0 86.0 15.0
0.0 1.0 1.0
0.0 13.0 0.0
0.0 31.0 0.0
0.0 57.0 2.0
0.0 14.0 24.0
0.0 16.0 1.0
0.0 41.0 14.0
0.0 3.0 2.0
0.0 455.0 117.0
0.0 283.0 11.0
0.0 34.0 4.0
0.0 274.0 0.0
0.0 11.0 0.0
0.0 65.0 5.0
0.0 82.0 23.0
0.0 16.0 1.0
0.0 15.0 0.0
0.0 202.0 2.0
0.0 174.0 29.0
0.0 11.0 6.0
0.0 35.0 2.0
0.0 530.0 19.0
0.0 248.0 27.0
